,label,timestamp,duration,max_temp,min_temp,device,location
79,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1651356154.8569999,86400.0,18.90672185312688,10.370275547068276,,
80,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1662589439.8569999,86400.0,17.09105985425428,9.739504532319126,,
81,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1637882389.8569999,86400.0,19.234620724538114,9.010336779693354,,
82,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1632176664.8569999,86400.0,18.83602446889769,7.559085036477477,,
83,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1646522904.8569999,86400.0,20.441146556250487,10.914819279840644,,
84,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1635199529.8569999,86400.0,19.461787225605,10.114674384899384,,
85,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1655071274.8569999,86400.0,20.95182941952983,13.451329998721972,,
86,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1661639209.8569999,86400.0,18.510502974027226,11.350385167270296,,
87,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1639350829.8569999,86400.0,21.01838232651501,9.315485765146256,,
88,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1630188079.8569999,86400.0,13.490508445284354,0.0,,
89,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1647645239.8569999,86400.0,19.905531732605027,10.601120191223856,,
90,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1637104184.8569999,86400.0,18.9870121237809,9.58008228234224,,
91,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1627511354.8569999,86400.0,16.69630263548039,10.039171022788146,,
92,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1637622339.8569999,86400.0,20.07183041511313,8.240977733129077,,
93,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1652912709.8569999,86400.0,22.21331282378864,8.804737097542954,,
94,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1628805704.8569999,86400.0,18.28249958247836,8.9625899111879,,
95,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1639436879.8569999,86400.0,19.234052544748163,9.315485765146256,,
96,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1629930069.8569999,86400.0,17.857713118295724,11.59276347393348,,
97,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1630794334.8569999,86400.0,18.45244817746031,9.11903764159983,,
